t,r,r_hold,vel_r_measured,v_r,v_theta,vel_theta,v_z,vel_z
33.50295196099978,5.5533522626045535,5.732534504454106,0.1259037100930015,-0.014922091383044058,-1.5,-1.6690096125087903,0.0,-0.0015008479822427034
33.53284583099958,5.548296622621297,5.732201895612954,0.08514780005805855,-0.01119156853728305,-1.5,-1.6619761674498055,0.0,-0.0014303319621831179
33.586741782997706,5.545164482522518,5.732201895612954,0.04484753805395636,-0.008393676402962295,-1.5,-1.6546631004771242,0.0,-0.001377716544084251
33.635133167001186,5.543595674192276,5.732201895612954,0.005888579887868617,-0.006295257302221728,-1.5,-1.6471536742420607,0.0,-0.0013527196133509278
33.685867076997965,5.544018043418953,5.732201895612954,-0.0314590859073729,-0.004721442976666303,-1.5,-1.6396344392217128,0.0,-0.0012531224638223648
33.74157125800048,5.5463141125397915,5.732201895612954,-0.06716715439399223,-0.003541082232499734,-1.5,-1.6319509542060966,0.0,-0.001158461906015873
33.801487429998815,5.550169788061884,5.732201895612954,-0.10085784350444127,-0.0026558116743748074,-1.5,-1.6242057741506843,0.0,-0.0013126685516908765
33.82588789500005,5.555124703564078,5.732201895612954,-0.13223856584435711,-0.0019918587557811126,-1.5,-1.6164861776644623,0.0,-0.0012572652194648981
33.918819913000334,5.561793855481452,5.732201895612954,-0.16135665729855286,-0.0014938940668358415,-1.5,-1.6089465149295563,0.0,-0.001074131578207016
33.949859436001134,5.569766202843075,5.732201895612954,-0.18784404065016314,-0.001120420550126888,-1.5,-1.6014247157276063,0.0,-0.0011034759227186441
34.0166076179994,5.5788943289706605,5.732201895612954,-0.21147938409053602,-0.000840315412595173,-1.5,-1.5941794209730504,0.0,-0.0010521437507122755
34.05034975200033,5.589218599388412,5.732201895612954,-0.2335473862411639,-0.0006302365594463867,-1.5,-1.5869608896428185,0.0,-0.00105890235863626
34.08412630000021,5.600293820681833,5.732201895612954,-0.2516217895096883,-0.000472677419584797,-1.5,-1.580205426121783,0.0,-0.0010637221857905388
34.143863557997975,5.612254863248022,5.732201895612954,-0.26763191694889255,-0.0003545080646886047,-1.5,-1.573813049041659,0.0,-0.0010414381977170706
34.20514716699836,5.6247384536561755,5.732201895612954,-0.2815278409453289,-0.0002658810485164605,-1.5,-1.5676590181799397,0.0,-0.0010540626244619489
34.23765299099978,5.6373679245116195,5.732201895612954,-0.2916796853399829,-0.00019941078638735228,-1.5,-1.5619606723833157,0.0,-0.0009879792341962457
34.30091942500076,5.6507476990287575,5.732201895612954,-0.3007268896715418,-0.00014955808979052115,-1.5,-1.5564310812708901,0.0,-0.0011531305499374866
34.36394740399919,5.664556258982621,5.732201895612954,-0.3075992552334694,-0.0001121685673428978,-1.5,-1.5512137734392377,0.0,-0.0010765171609818935
34.39575706699907,5.67858264897624,5.732201895612954,-0.31239479336579323,-8.412642550718029e-05,-1.5,-1.546279584813425,0.0,-0.001028653816320002
34.459765477000474,5.6925861876117345,5.732201895612954,-0.3150479311087132,-6.309481913039215e-05,-1.5,-1.5416767043176798,0.0,-0.0011319142067804933
34.49010426099994,5.706751841463922,5.732201895612954,-0.3163163349564513,-4.7321114347801054e-05,-1.5,-1.5374014740172481,0.0,-0.0011456996435299516
34.55298745899927,5.720961705734645,5.732201895612954,-0.31610342961511906,-3.549083576085773e-05,-1.5,-1.5333764007762878,0.0,-0.0010181444231420755
34.584542765998776,5.7350678583611066,5.732201895612954,-0.3137648418102562,-2.6618126820650235e-05,-1.5,-1.5297168417674438,0.0,-0.0010841831099241972
34.648293092999666,5.748879175686153,5.732201895612954,-0.309632449136685,-1.9963595115494615e-05,-1.5,-1.5264060942152864,0.0,-0.0010154001647606492
34.71069256699775,5.762444670811585,5.732201895612954,-0.30351515005517316,-1.49726963366279e-05,-1.5,-1.5234634919747663,0.0,-0.0010402589105069637
34.742923615998734,5.775661650975521,5.732201895612954,-0.29574778929193657,-1.1229522252477863e-05,-1.5,-1.5208352572848405,0.0,-0.0011149722849950194
34.80504744499922,5.788458525946953,5.732201895612954,-0.286536952543609,-8.422141689365337e-06,-1.5,-1.5185603982492797,0.0,-0.0010194451315328479
34.836759303998406,5.800769135544812,5.732201895612954,-0.27697344508195454,-6.316606267030942e-06,-1.5,-1.5165316546263288,0.0,-0.0010167675791308284
34.899139470999216,5.812593082176714,5.732201895612954,-0.26658469675717694,-4.7374547002801455e-06,-1.5,-1.5147278437279992,0.0,-0.0009764449787326157
34.96202220899795,5.823875553375611,5.732201895612954,-0.2551030328020505,-3.553091025217048e-06,-1.5,-1.5131457244569049,0.0,-0.0009456361876800656
34.99322415499773,5.834528526974926,5.732201895612954,-0.2426556412140295,-2.6648182689197245e-06,-1.5,-1.5118268743706211,0.0,-0.0009076951537281275
35.054189637998206,5.844478900551751,5.732201895612954,-0.22935230302323795,-1.9986137016967323e-06,-1.5,-1.510745859016434,0.0,-0.0008867448195815086
35.11804814900097,5.853804545995611,5.732201895612954,-0.2159728515461718,-1.4989602762794881e-06,-1.5,-1.5098876619763235,0.0,-0.000990206957794726
35.14798920799876,5.862463341745107,5.732201895612954,-0.2021837484409572,-1.1242202072165549e-06,-1.5,-1.5092035060078515,0.0,-0.000923050451092422
35.21130260100108,5.870459151126373,5.732201895612954,-0.1877715552269829,-8.431651554193551e-07,-1.5,-1.5087045185782226,0.0,-0.000983238685876131
